,Protein Accession,Length,PE Score,#Confirmed Isoforms,In Reference Proteome
30785,A0A286ZRJ9,771,4,0,1
30786,A0A4X1U5A5,431,4,0,0
30787,A0A4X1SFR2,88,3,0,0
30788,A0A4X1TBI1,415,3,0,0
30789,Q70ES4,261,2,0,0
30790,A0A4X1US71,414,4,0,0
30791,A0A287B357,245,1,0,1
30792,A0A5G2RGH7,363,3,0,1
30793,A0A287B0C7,319,1,0,1
30794,A0A4X1VMF5,200,3,0,0
30795,A0A4X1US69,213,4,0,0
30796,A0A287A814,185,3,0,1
30797,A0A5G2QEN8,192,4,0,1
30798,A0A5G2QF31,272,4,0,1
30799,A0A4X1V6I4,192,3,0,0
30800,A0A4X1VZQ8,323,3,0,0
30801,A0A5G2R7W3,177,4,0,1
30802,A0A5G2R8J3,454,1,0,1
30803,A0A287BSU6,645,4,0,1
30804,A0A4X1T278,118,3,0,0
30805,A0A5G2QMU5,398,1,0,1
30806,A0A4X1SYS7,127,4,0,0
30807,A0A4X1SMA4,206,3,0,0
30808,A0A287A4D2,272,1,0,1
30809,A0A287B3F7,254,3,0,1
30810,A0A4X1V293,626,3,0,0
30811,A0A4X1T6E1,116,4,0,0
30812,A0A287A3P4,304,4,0,1
30813,A0A286ZK12,436,3,0,1
30814,A0A287AAP9,369,4,0,1
30815,A0A287AGX5,385,1,0,1
30816,A0A4X1TZX1,1199,4,0,0
30817,A0A4X1V7E6,679,4,0,0
30818,A0A286ZTL5,366,4,0,1
30819,A0A4X1U9R9,144,4,0,0
30820,A0A4X1THS7,69,4,0,0
30821,A0A5G2R5U7,168,1,0,1
30822,A0A4X1UKJ3,306,4,0,0
30823,A0A4X1TR87,532,3,0,0
30824,A0A5G2QKI6,379,1,0,1
30825,A0A4X1U8U2,398,3,0,0
30826,A0A5G2QLB7,111,4,0,1
30827,O18762,64,2,0,0
30828,A0A4X1URA3,412,4,0,0
30829,A0A5G2RA66,88,4,0,1
30830,A0A5G2QLX4,261,4,0,1
30831,A0A4X1URR3,196,3,0,0
30832,A0A4X1UC77,306,3,0,0
30833,A0A4X1VWD3,358,4,0,0
30834,A0A4X1U7U1,123,4,0,0
30835,A0A4X1W6E2,352,4,0,0
30836,A0A5G2QBU0,109,1,0,1
30837,A0A5G2RF33,627,4,0,1
30838,A0A4X1V2T0,201,3,0,0
30839,A0A4X1SX41,396,4,0,0
30840,Q5PYH2,36,3,0,0
30841,A0A5G2R9D2,106,1,0,1
30842,Q6Q6E6,13,4,0,0
30843,A0A4X1TFR6,386,3,0,0
30844,A0A0E3M2Q4,614,2,0,0
30845,J7I2N2,25,4,0,0
30846,A0A4X1UM32,562,3,0,0
30847,A0A287B6N3,192,3,0,1
30848,Q0GFA3,285,4,0,0
30849,A0A287ALK3,440,3,0,1
30850,A0A4X1UEP8,558,3,0,0
30851,A0A5G2QI98,196,4,0,1
30852,A0A287A3H7,920,4,0,1
30853,A0A286ZS35,300,4,0,1
30854,Q1W0Y1,19,2,0,0
30855,A0A4X1W4G4,198,4,0,0
30856,A0A4X1V1F8,148,4,0,0
30857,A0A5G2R5Y4,140,4,0,1
30858,A0A4X1T476,610,4,0,0
30859,Q0Z7Z8,164,4,0,0
30860,A0A287AWW8,175,4,0,1
30861,A0A5G2QYV1,84,4,0,1
30862,A0A287AS55,86,3,0,1
30863,A0A4X1UF78,401,3,0,0
30864,A0A4X1U1C2,169,3,0,0
30865,A0A4X1T1I1,195,4,0,0
30866,A0A4X1TXB1,146,3,0,0
30867,A0A287ASU3,105,4,0,1
30868,A0A4X1TDV3,340,3,0,0
30869,A0A4X1VH25,475,4,0,0
30870,A0A5G2REN1,221,1,0,1
30871,Q9TT00,147,2,0,0
30872,A0A4X1SYI6,309,4,0,0
30873,A0A4X1VGU0,770,4,0,0
30874,A0A4X1VMH6,149,3,0,0
30875,A0A4X1TSX6,1132,3,0,0
30876,A0A5G2RAD9,308,3,0,1
30877,C0KM11,55,4,0,0
30878,A0A4X1VGS4,142,4,0,0
30879,A0A4X1UYN4,285,4,0,0
30880,A0A4X1TYN8,116,3,0,0
30881,A0A5G2QDW2,247,4,0,1
30882,A0A287AZA5,227,4,0,1
30883,A0A4X1T263,810,4,0,0
30884,A0A4X1TP54,244,4,0,0
30885,A0A5G2QBW0,152,4,0,1
30886,A0A5G2R7R7,159,1,0,1
30887,A0A4X1VWP7,222,4,0,0
30888,A0A4X1UAE7,389,4,0,0
30889,A0A287ATL1,243,3,0,1
30890,A0A5G2QHN9,271,4,0,1
30891,A0A287BB24,95,4,0,1
30892,A0A4X1VX93,299,4,0,0
30893,A0A4X1UN61,148,3,0,0
30894,A0A4X1TUK1,238,3,0,0
30895,A0A4X1V405,123,4,0,0
30896,A0A4X1SUR5,310,3,0,0
30897,A0A5G2RD75,1195,1,0,1
30898,A0A4X1UXC7,145,4,0,0
30899,A0A5G2R9P8,308,3,0,1
30900,A0A4X1W084,366,4,0,0
30901,Q06A93,219,2,0,0
30902,A0A4X1WBU5,419,3,0,0
30903,A0A5S6H0X2,95,4,0,1
30904,A0A5G2RN13,175,4,0,1
30905,A0A4X1V0D2,248,3,0,0
30906,A0A287A094,545,4,0,1
30907,A0A5G2RNA6,48,4,0,1
30908,A0A287A946,321,3,0,1
30909,A0A4X1TLT9,1131,3,0,0
30910,A0A4X1VF03,353,3,0,0
30911,A0A4X1VP37,370,4,0,0
30912,A0A4X1TY42,620,3,0,0
30913,A0A4X1TAS8,497,3,0,0
30914,A0A4X1TYL6,318,4,0,0
30915,A0A4X1U6F7,254,4,0,0
30916,A0A4X1SGK6,95,4,0,0
30917,A0A4X1W116,140,4,0,0
30918,A0A4X1VRW7,84,3,0,0
30919,D5FXJ7,73,4,0,0
30920,A0A5G2QYY2,659,4,0,1
30921,D3K5N8,558,2,0,0
30922,A0A4X1VPD9,247,4,0,0
30923,A8BV10,453,2,0,0
30924,A0A4X1SFA6,490,4,0,0
30925,A0A287ADE6,130,1,0,1
30926,A0A4X1THK3,543,3,0,0
30927,A0A4X1VRW9,209,4,0,0
30928,A0A4X1SL10,114,3,0,0
30929,A0A4X1VDZ0,100,4,0,0
30930,A0A4X1U906,747,3,0,0
30931,A0A287B0I9,145,4,0,1
30932,A0A287ACN4,797,1,0,1
30933,A0A287AIG6,539,1,0,1
30934,A0A4X1VKD4,312,3,0,0
30935,A0A287AKF6,396,1,0,1
30936,A0A5G2RMX7,532,4,0,1
30937,A0A4X1UTK1,450,4,0,0
30938,A0A287BPD9,467,3,0,1
30939,A0A287B7A8,183,3,0,1
30940,A0A4X1SQW7,182,3,0,0
30941,A0A4X1SUS5,196,4,0,0
30942,A0A4X1V1R2,320,3,0,0
30943,A0A5G2QSH3,119,4,0,1
30944,A0A287AY56,491,1,0,1
30945,A0A4X1U3Y5,200,3,0,0
30946,A0A4X1V616,470,4,0,0
30947,A0A4X1V440,137,4,0,0
30948,A0A4X1TC40,108,3,0,0
30949,A0A287AWE0,326,4,0,0
30950,A0A4X1VBL3,346,4,0,0
30951,A0A5G2R111,233,4,0,1
30952,A0A5G2Q988,78,4,0,1
30953,A0A287BNY7,420,4,0,1
30954,A0A4X1TPB9,259,4,0,0
30955,A0A4X1SGP7,1194,3,0,0
30956,A0A4X1VZI5,303,4,0,0
30957,A0A287A981,327,4,0,1
30958,A0A4X1UZJ9,767,4,0,0
30959,A0A287BB61,1205,4,0,1
30960,A0A650FNY2,50,2,0,0
30961,A0A5G2QAQ5,945,1,0,1
30962,A0A480XX32,165,3,0,0
30963,A0A4X1UX92,160,3,0,0
30964,A0A286ZW70,216,3,0,0
30965,A9EEN5,166,2,0,0
30966,A0A060PY92,23,4,0,0
30967,A0A5G2QMD7,316,1,0,1
30968,A0A287AF74,313,3,0,1
30969,A0A4X1SE37,312,3,0,0
30970,A0A286ZPU6,60,4,0,1
30971,Q5DIK9,91,4,0,0
30972,A0A287AHD0,432,1,0,1
30973,A0A4X1UM06,214,4,0,0
30974,A0A5G2RAI8,1077,1,0,1
30975,A0A4X1T0F6,507,4,0,0
30976,A0A4X1W9V0,345,3,0,0
30977,A0A4X1T3F3,178,4,0,0
30978,A0A4X1UM48,562,3,0,0
30979,A0A4X1T3D8,433,4,0,0
30980,A0A287BIH3,722,1,0,1
30981,A0A4X1VV26,205,3,0,0
30982,A0A4X1V3Z2,180,4,0,0
30983,A0A287BFV1,186,4,0,1
30984,A0A287B2B7,313,3,0,1
30985,A0A4X1SGV6,143,3,0,0
30986,A0A4X1US55,338,3,0,0
30987,A0A4X1SNJ9,76,4,0,0
30988,Q9GKJ9,36,4,0,0
30989,A0A4X1TB35,561,4,0,0
30990,A0A5G2QEY4,453,3,0,1
30991,A0A4X1VXT4,238,4,0,0
30992,A0A4X1TBD0,305,3,0,0
30993,A0A5G2QU48,435,4,0,1
30994,A0A5G2R9G4,309,1,0,1
30995,A0A4X1SND9,1013,3,0,0
30996,A0A480M8L9,498,4,0,0
30997,A0A4X1VT00,889,4,0,0
30998,A0A5G2R0D4,157,4,0,1
30999,A0A5G2QW48,138,4,0,1
31000,A0A4X1W081,376,3,0,0
31001,A0A4X1TRF9,478,4,0,0
31002,A0A4X1W2Y5,147,3,0,0
31003,A0A287BNP2,190,4,0,1
31004,A0A287AMZ3,648,1,0,1
31005,A0A5G2QRW4,167,4,0,1
31006,A0A4X1TJX9,348,3,0,0
31007,A0A286ZV20,370,3,0,1
31008,A0A286ZXZ1,709,1,0,1
31009,A0A4X1SVX1,329,3,0,0
31010,A0A4X1SYC2,176,3,0,0
31011,A0A4X1UUX4,95,3,0,0
31012,Q3MJK4,492,2,0,0
31013,A0A287BF13,923,1,0,1
31014,A0A4X1V4M0,272,3,0,0
31015,A0A4X1VQG2,180,4,0,0
31016,N1NJF4,96,4,0,0
31017,A0A4X1V218,52,3,0,0
31018,A0A287AAV8,327,1,0,1
31019,Q007T3,236,2,0,0
31020,A0A4X1V9E1,639,4,0,0
31021,A0A5G2QS59,1874,1,0,1
31022,A0A4X1THG6,424,3,0,0
31023,A0A5G2RF01,312,1,0,1
31024,A7UAT4,89,4,0,0
31025,A0A4X1VT25,253,3,0,0
31026,A0A4X1WB89,288,4,0,0
31027,A0A4X1T3T2,229,4,0,0
31028,A0A4X1VQ05,443,3,0,0
31029,A0A287ADC8,260,4,0,1
31030,Q95258,136,2,0,0
31031,A0A4X1VME7,552,4,0,0
31032,A0A287BHL5,73,4,0,1
31033,A0A4X1TXT8,303,3,0,0
31034,A0A5G2QLN2,693,1,0,1
31035,Q6WZC1,192,2,0,0
31036,A0A4X1TPP5,217,4,0,0
31037,A0A4X1U4H7,1427,4,0,0
31038,A0A4X1TCZ4,135,4,0,0
31039,A0A287BBC9,470,1,0,1
31040,A0A4X1VUV1,721,4,0,0
31041,A0A4X1USY9,278,4,0,0
31042,A0A5G2RCP3,189,3,0,1
31043,A0A4X1U1X1,3848,4,0,0
31044,A0A4X1U4Z9,732,4,0,0
31045,A0A287ALM9,538,1,0,1
31046,A0A4X1T147,315,3,0,0
31047,A0A4X1T9B4,137,3,0,0
31048,A0A4X1UPW7,192,4,0,0
31049,A0A286ZLK8,327,4,0,1
31050,A0A5G2QS50,938,3,0,1
31051,A0A4X1TKP0,244,4,0,0
31052,A0A4X1UQ05,334,4,0,0
31053,A0A4X1TUI5,398,3,0,0
31054,A0A4X1TIU1,296,4,0,0
31055,A0A4X1SGJ5,135,3,0,0
31056,A0A4X1VZX8,86,4,0,0
31057,A0A5G2R5B2,930,1,0,1
31058,A0A4X1UU69,283,3,0,0
31059,A0A4X1TIS3,127,4,0,0
31060,A0A4X1UUL8,658,3,0,0
31061,A0A5G2QC89,407,4,0,1
31062,C0J7K0,70,4,0,0
31063,A0A287B2N0,817,1,0,1
31064,A0A4X1U1G6,795,3,0,0
31065,A0A286ZWD0,173,4,0,1
31066,A0A4X1UUF3,277,3,0,0
31067,A0A4X1UZR8,193,4,0,0
31068,A0A5G2RLJ8,237,3,0,1
31069,Q5MPR6,66,4,0,0
31070,A4GTP3,368,2,0,0
31071,A9X3T3,394,2,0,0
31072,A0A1Y0K5A1,89,4,0,0
31073,A0A286ZI31,297,1,0,1
31074,A0A4X1VDH7,753,4,0,0
31075,A0A287AGL7,851,1,0,1
31076,Q0GC48,189,3,0,0
31077,A0A286ZSF9,478,3,0,1
31078,A0A4X1VIV5,330,3,0,0
31079,A0A4X1SH76,176,3,0,0
31080,Q9XSA8,99,2,0,0
31081,A0A287AMZ8,167,3,0,1
31082,A0A286ZZK0,607,4,0,1
31083,A0A4X1SL17,424,4,0,0
31084,A0A5G2QNG8,559,1,0,1
31085,A0A4X1U9C8,645,4,0,0
31086,A0A4X1U1E0,251,3,0,0
31087,F1S3A0,399,4,0,1
31088,A0A287B109,116,4,0,1
31089,A0A286ZI45,115,4,0,1
31090,A0A5G2Q7K1,201,1,0,1
31091,A0A5G2QGB1,458,1,0,1
31092,A0A4X1TB22,649,4,0,0
31093,Q8MJ67,158,4,0,0
31094,A0A287B4Z0,663,4,0,1
31095,A0A286ZZV7,702,1,0,1
31096,A0A5G2R089,768,1,0,1
31097,Q95JA6,303,2,0,0
31098,A0A4X1T8B3,3168,4,0,0
31099,A0A4X1W908,656,4,0,0
31100,I3LI79,933,3,0,1
31101,I3LI22,3024,1,0,1
31102,A0A287BD05,304,3,0,1
31103,A0A4X1U2B5,166,3,0,0
31104,J7FNA4,939,2,0,0
31105,Q3ZEL3,691,2,0,0
31106,A0A286ZP76,1212,1,0,1
31107,A0A2C9F3E5,1078,4,0,1
31108,A0A4X1SL35,806,4,0,0
31109,A0A4X1V3I5,367,3,0,0
31110,A0A5G2R1M2,390,1,0,1
31111,F1RRU4,489,4,0,1
31112,F1RRX8,440,3,0,0
31113,A0A287AV97,183,4,0,1
31114,A0A5G2QD19,891,1,0,1
31115,A0A3G5MTK0,361,2,0,0
31116,A0A287A7B9,485,4,0,1
31117,A0A286ZIJ9,810,1,0,1
31118,A0A4X1W8V7,931,3,0,0
31119,I3LBK9,504,1,0,1
31120,I3LQ92,694,4,0,1
31121,A0A4X1VND9,525,3,0,0
31122,A0A4X1SYX5,209,4,0,0
31123,A0A4X1V1D9,1286,3,0,0
31124,A0A5G2QU32,436,1,0,1
31125,F1RXN8,319,1,0,1
31126,A0A5G2QVY6,417,1,0,1
31127,A0A5G2RAH7,149,4,0,1
31128,A0A480ETQ2,508,4,0,0
31129,A0A287BJM6,307,1,0,1
31130,A0A5G2QSY5,457,3,0,1
31131,A0A4X1TLI3,257,4,0,0
31132,A0A4X1SFM9,733,3,0,0
31133,A0A4X1SQT7,102,4,0,0
31134,A0A5G2QTH1,819,1,0,1
31135,F1S501,481,1,0,1
31136,A0A5G2QQB4,450,1,0,1
31137,A0A4X1VXT1,476,4,0,0
31138,A0A4X1SMH7,1241,3,0,0
31139,Q9XSH0,252,2,0,0
31140,A0A5G2QSA9,611,4,0,1
31141,A0A4X1VBY7,235,4,0,0
31142,I3LMA3,576,3,0,1
31143,A0A4X1UEP5,625,3,0,0
31144,I3LPR1,127,4,0,1
31145,A0A4X1TGT4,1131,3,0,0
31146,A0A4X1W5K2,397,4,0,0
31147,A0A5G2QHE4,558,1,0,1
31148,A0A287B4N0,956,1,0,1
31149,A0A4X1TTA9,487,4,0,0
31150,I3LK98,882,4,0,1
31151,A5PJ62,59,4,0,0
31152,A0A287B294,396,4,0,1
31153,A0A4X1UYF5,729,3,0,0
31154,A0A5G2RDF7,176,1,0,1
31155,A0A4X1SV28,867,4,0,0
31156,A0A4X1TS51,311,3,0,0
31157,A0A4X1W178,370,4,0,0
31158,A0A287A1R3,199,3,0,1
31159,A0A5G2QMQ6,238,3,0,1
31160,A0A4X1SVD8,124,4,0,0
31161,A0A4X1VJJ4,766,4,0,0
31162,A0A4X1UEQ9,2207,4,0,0
31163,A0A5G2QY21,216,1,0,1
31164,A0A286ZQA0,251,3,0,1
31165,A0A5G2R1A2,136,4,0,1
31166,A0A286ZKB8,643,1,0,1
31167,A0A4X1UZK3,814,4,0,0
31168,A0A4X1VC52,402,4,0,0
31169,A0A4X1UGL0,164,4,0,0
31170,A0A287BPG0,288,4,0,1
31171,A0A287B9M5,796,4,0,1
31172,A0A287B8D1,1247,3,0,1
31173,A0A4X1V1E8,377,3,0,0
31174,A0A5G2QVN3,494,4,0,1
31175,A0A287AR30,277,1,0,1
31176,A0A4X1VZP9,130,3,0,0
31177,A0A4X1T4P9,354,3,0,0
31178,A0A5G2QXB2,330,3,0,1
31179,A0A287A2A2,71,1,0,1
31180,A0A4X1U9Y4,134,4,0,0
31181,A0A5G2QQH7,191,4,0,1
31182,A0A287B874,1282,3,0,1
31183,A0A4X1W7N2,1162,3,0,0
31184,A0A4X1VRK3,186,4,0,0
31185,A0A287A9G9,311,3,0,1
31186,A0A4X1U385,179,3,0,0
31187,A0A4X1UYR9,425,4,0,0
31188,A0A5G2QE26,489,1,0,1
31189,A0A4X1V3F0,235,4,0,0
31190,A0A4X1SK86,353,4,0,0
31191,A0A5G2QET5,505,1,0,1
31192,A0A5G2RJN3,148,4,0,1
31193,A0A4X1TIB9,1018,3,0,0
31194,Q00P26,33,2,0,0
31195,A0A287B306,505,3,0,1
31196,F1SN65,1132,3,0,1
31197,A0A287BQI6,419,1,0,1
31198,A0A5G2R939,324,1,0,1
31199,A0A5G2QXP3,105,1,0,1
31200,A0A1S6L948,566,3,0,0
31201,A0A287B4W0,473,3,0,1
31202,A0A287B1J3,535,4,0,1
31203,A0A287AV52,574,3,0,1
31204,F6PVY0,234,1,0,1
31205,Q68VB3,47,3,0,0
31206,A0A4X1U1E6,320,4,0,0
31207,A0A4X1TRW2,285,3,0,0
31208,A0A480YZR8,238,4,0,0
31209,A0A287ARX4,253,3,0,1
31210,Q7YRH7,18,4,0,0
31211,A8WAC5,577,2,0,0
31212,A0A4X1T1Y0,481,4,0,0
31213,A0A286ZVR5,632,1,0,1
31214,A0A4X1TSL5,320,3,0,0
31215,A0A287BR26,411,3,0,1
31216,A0A4X1U739,156,3,0,0
31217,A0A4X1UBS3,146,4,0,0
31218,A0A4X1W0P3,307,4,0,0
31219,A0A5G2RBN7,225,4,0,1
31220,A0A287A7F5,129,1,0,1
31221,A0A5G2RH88,172,1,0,1
31222,A0A4X1TS74,204,4,0,0
31223,A0A4X1VGH2,225,4,0,0
31224,S5AAT8,292,2,0,0
31225,A0A5G2R2Z7,549,4,0,1
31226,A0A5K1UG21,413,4,0,1
31227,A0A287BK36,210,1,0,1
31228,A0A4X1UMW8,722,3,0,0
31229,A0A4X1SVK8,299,4,0,0
31230,A0A4X1U7L6,473,4,0,0
31231,A0A4X1W2Y2,622,4,0,0
31232,A0A4X1TUJ5,609,4,0,0
31233,A0A5G2QSC3,242,4,0,1
31234,A0A5G2RIG7,229,1,0,1
31235,A0A4X1UCP7,483,4,0,0
31236,A0A287BQT1,339,4,0,1
31237,A0A4X1TX31,652,3,0,0
31238,A0A5G2QL15,98,4,0,1
31239,A0A4X1TIL2,1171,3,0,0
31240,F6Q6A7,200,1,0,1
31241,A0A4X1SKB8,133,3,0,0
31242,Q6PUD4,107,3,0,0
31243,A0A4X1UIL5,264,4,0,0
31244,F1SGB6,1037,1,0,1
31245,B6DTY4,89,4,0,0
31246,A0A4X1VWS9,367,3,0,0
31247,A0A4X1VDC5,224,3,0,0
31248,A0A5G2QCW1,586,1,0,1
31249,A0A4X1TH92,1089,4,0,0
31250,A0A4X1SVE2,136,4,0,0
31251,A0A4X1TYI7,106,3,0,0
31252,A0A4X1U6K5,137,3,0,0
31253,I3L7V7,429,3,0,1
31254,A0A4X1VG33,98,4,0,0
31255,A0A287BQQ8,547,3,0,0
31256,A0A287AU36,660,4,0,1
31257,A0A4X1UQI6,313,3,0,0
31258,A0A4X1TFM4,384,3,0,0
31259,A0A5G2QSD9,127,4,0,1
31260,A0A287BEQ0,203,3,0,1
31261,A0A4X1W5K1,2111,3,0,0
31262,Q5IWM5,157,3,0,0
31263,A0A4X1TAR0,148,4,0,0
31264,A0A288CG24,360,3,0,1
31265,A0A4X1ULA4,1164,3,0,0
31266,A0A286ZVB2,292,1,0,1
31267,A0A4X1U463,637,3,0,0
31268,A0A4X1UU43,313,3,0,0
31269,A0A287BM15,80,4,0,1
31270,A0A4X1T705,312,3,0,0
31271,A0A4X1VWC4,267,4,0,0
31272,A0A4X1SGG6,202,4,0,0
31273,A0A287AE42,368,1,0,1
31274,A0A4X1U6S9,94,4,0,0
31275,A0A287AC58,92,4,0,1
31276,Q29311,74,2,0,0
31277,A0A4X1SKP3,330,4,0,0
31278,A0A4X1TBX5,336,4,0,0
31279,A0A4X1SR75,512,4,0,0
31280,A0A4X1VC43,3457,3,0,0
31281,A0A4X1VXU1,825,3,0,0
31282,A0A287B8N4,874,4,0,1
31283,A0A4X1TB49,268,4,0,0
31284,A0A4X1UJ26,1028,3,0,0
31285,A0A287AID3,446,3,0,1
31286,A0A4X1V451,129,4,0,0
31287,A0A4X1UHR5,1225,4,0,0
31288,A0A4X1T987,559,4,0,0
31289,A0A286ZUK2,210,3,0,1
31290,B1B1N9,796,2,0,0
31291,A0A4X1T453,450,3,0,0
31292,A0A4X1T1W3,1271,3,0,0
31293,A0SNV0,211,2,0,0
31294,A0A4X1UQA5,1042,3,0,0
31295,A0A5G2QHV2,175,3,0,1
31296,A0A4X1TSX5,113,4,0,0
31297,A0A4X1WB36,295,3,0,0
31298,A0A4X1V449,70,4,0,0
31299,A0A480Q1M0,321,4,0,0
31300,A0A4X1UKL1,139,3,0,0
31301,A0A4X1V1S3,69,4,0,0
31302,A0A480MAN6,296,4,0,0
31303,A0A4X1V4F8,345,3,0,0
31304,A0A4X1UZQ0,494,4,0,0
31305,A0A4X1TRA9,196,3,0,0
31306,A0A4X1UIF4,462,4,0,0
31307,E5G3G0,44,4,0,0
31308,A0A4X1UPM6,1119,3,0,0
31309,A0A4X1WD02,653,3,0,0
31310,A0A4X1TPY7,209,3,0,0
31311,A0A4X1SFH5,758,3,0,0
31312,A0A4X1SN16,115,4,0,0
31313,A0A4X1SVC2,1838,4,0,0
31314,A0A4X1VM21,235,3,0,0
31315,A0A4X1V4S0,73,4,0,0
31316,A0A4X1UUB8,343,3,0,0
31317,A0A287B1B1,68,1,0,1
31318,A0A4X1V8E2,625,3,0,0
31319,A0A4X1U2S3,540,3,0,0
31320,A0A4X1T8G7,472,4,0,0
31321,A0A287AKQ3,310,3,0,1
31322,A0A5G2R404,729,1,0,1
31323,A0A4X1TUA2,1867,4,0,0
31324,A0A4X1TNR5,485,3,0,0
31325,A0A4X1TA27,1027,4,0,0
31326,A0A5G2QJF3,299,4,0,1
31327,Q2L7G1,50,4,0,0
31328,A4USB5,98,2,0,0
31329,A0A4X1UZC2,404,3,0,0
31330,A0A4X1SE14,489,3,0,0
31331,A0A4X1SL44,468,3,0,0
31332,A0A5G2RBP3,112,3,0,1
31333,A0A5G2R3F7,558,4,0,1
31334,Q9GLM5,121,2,0,0
31335,A0A4X1VQI3,223,4,0,0
31336,A0A286ZM96,294,1,0,1
31337,A0A4X1SJB5,784,3,0,0
31338,A0A4X1SLM6,67,4,0,0
31339,A0A4X1VZX3,475,4,0,0
31340,B0B2H2,12,4,0,0
31341,A0A287AUX6,268,1,0,1
31342,A0A287AX81,167,4,0,1
31343,A0A4X1V897,1170,4,0,0
31344,F1S6M1,522,3,0,1
31345,A0A5G2RNK1,333,3,0,1
31346,A0A4X1TLP9,65,3,0,0
31347,A0A287ARV8,198,1,0,1
31348,A0A4X1VX33,907,3,0,0
31349,F1S5G6,303,4,0,1
31350,A0A4X1V706,308,3,0,0
31351,A0A4X1VVV4,498,4,0,0
31352,A0A4X1VQJ4,971,4,0,0
31353,Q5DIM3,91,4,0,0
31354,A0A5S6I704,229,3,0,1
31355,A0A287AEZ8,1665,1,0,1
31356,A0A4X1W5V0,388,4,0,0
31357,A0A4X1VVB9,253,3,0,0
31358,A0A4X1V0N0,261,3,0,0
31359,A0A4X1W778,186,4,0,0
31360,A0A287ALM8,82,4,0,1
31361,A0A4X1VR98,222,4,0,0
31362,A0A4X1T458,465,3,0,0
31363,A0A4X1UMR8,292,3,0,0
31364,A0A4X1TZW9,91,4,0,0
31365,A0A4X1V5F0,339,4,0,0
31366,A0A4X1VE35,335,3,0,0
31367,A0A287AKN3,196,4,0,1
31368,A0A4X1SXA3,739,4,0,0
31369,A0A4X1TP49,546,4,0,0
31370,A0A5G2R457,226,1,0,1
31371,A0A4X1T0Q6,882,4,0,0
31372,A0A4X1VFI0,396,3,0,0
31373,Q31063,92,2,0,0
31374,A0A5G2R2Y0,236,1,0,1
31375,A0A4X1SZM8,96,3,0,0
31376,D0V2A3,1050,2,0,0
31377,Q95JA2,18,2,0,0
31378,A0A287A6S6,859,4,0,1
31379,A0A4X1W8P6,341,4,0,0
31380,B5LZ28,467,2,0,0
31381,A0A4X1VYE4,204,3,0,0
31382,A0A5G2QHI2,134,1,0,1
31383,G0YQM9,257,2,0,0
31384,A0A4X1W096,1519,4,0,0
31385,A0A4X1SEJ0,123,4,0,0
31386,A0A5G2QNR3,956,4,0,1
31387,A0A480JGP6,531,4,0,0
31388,A0A287B7K7,159,3,0,1
31389,A0A4X1WAX1,695,4,0,0
31390,A0A4X1V3C8,170,4,0,0
31391,A0A5G2R4B2,196,3,0,1
31392,A0A7H1D2H5,297,2,0,0
31393,A0A4X1UQN3,1586,4,0,0
31394,A0A4X1W7S7,304,3,0,0
31395,A0A4X1V8G7,522,3,0,0
31396,A0A4X1USD3,156,3,0,0
31397,A0A4X1TI29,180,4,0,0
31398,A0A4X1UCZ2,221,4,0,0
31399,B0LUW4,121,2,0,0
31400,A0A5G2R5E2,207,4,0,1
31401,A0A4X1SGR7,687,3,0,0
31402,A0A4X1TPM5,97,3,0,0
31403,A0A5G2QGU5,120,4,0,1
31404,A0A287A1M8,966,4,0,1
31405,A0A4X1SRU0,320,3,0,0
31406,A0A287ALW3,779,4,0,0
31407,A0A4X1SU12,605,3,0,0
31408,A0A4X1TVN0,64,4,0,0
31409,A0A287A550,294,4,0,1
31410,A0A4X1UZU2,562,4,0,0
31411,A0A4X1SRS1,554,4,0,0
31412,A0A4X1TPM8,332,3,0,0
31413,A0A4X1UX72,352,3,0,0
31414,A0A286ZUK8,305,4,0,1
31415,A0A5G2QQY5,217,1,0,1
31416,A0A4X1U1T1,455,3,0,0
31417,A0A287AMT0,1894,1,0,1
31418,A0A5G2R288,338,3,0,1
31419,A0A4X1SRL7,108,4,0,0
31420,A0A4X1V9T7,760,4,0,0
31421,A0A287A328,276,4,0,1
31422,A0A4X1T0I6,38,4,0,0
31423,A0A287AV42,846,1,0,1
31424,A0A5G2QPH0,229,1,0,1
31425,A0A4X1VE15,189,3,0,0
31426,A0A287A9M1,446,3,0,1
31427,A0A4X1SVD3,580,3,0,0
31428,A0A4X1SN66,2397,4,0,0
31429,A0A287BKM7,101,3,0,1
31430,A0A5G2R9Q5,242,4,0,1
31431,A0A5G2RFY7,453,4,0,1
31432,A0A4X1VQ32,147,4,0,0
31433,A0A5G2QN12,515,1,0,1
31434,A0A5G2R0D3,202,1,0,1
31435,A0A4X1SSF3,291,3,0,0
31436,A0A4X1UAF7,350,4,0,0
31437,A0A4X1T8U0,466,4,0,0
31438,A0A5G2RJU7,737,4,0,1
31439,A0A287AMM9,450,1,0,1
31440,A0A5G2R962,728,1,0,1
31441,A0A4X1TX75,597,3,0,0
31442,Q7YRN5,96,2,0,0
31443,A0A5S6HQS2,544,1,0,1
31444,A0A4X1ULY3,319,4,0,0
31445,A0A5G2QLG9,161,4,0,1
31446,A0A4X1U531,499,4,0,0
31447,Q9GIR0,81,4,0,0
31448,A0A4X1TN06,166,3,0,0
31449,A0A4X1U9F8,354,4,0,0
31450,A0A5G2R135,189,3,0,1
