,sptr,accession,organism,GN,length
7798,sp,P70295,Mus musculus ,Aup1 ,410
7799,sp,Q8VC97,Mus musculus ,Upb1 ,393
7800,sp,O70337,Mus musculus ,Bik ,150
7801,sp,P56382,Mus musculus ,Atp5f1e ,52
7802,sp,Q9R224,Mus musculus ,Bex1 ,128
7803,sp,O70552,Mus musculus ,Btg4 ,250
7804,sp,Q923D2,Mus musculus ,Blvrb ,206
7805,sp,Q5RJI5,Mus musculus ,Brsk1 ,778
7806,sp,Q8VI16,Mus musculus ,B3gnt9 ,399
7807,sp,P12265,Mus musculus ,Gusb ,648
7808,sp,Q8BGS2,Mus musculus ,Bola2 ,86
7809,sp,Q3UHR0,Mus musculus ,Bahcc1 ,2643
7810,sp,Q9D920,Mus musculus ,Borcs5 ,195
7811,sp,Q61337,Mus musculus ,Bad ,204
7812,sp,Q9QXV1,Mus musculus ,Cbx8 ,362
7813,sp,Q640L5,Mus musculus ,Ccdc18 ,1455
7814,sp,P28293,Mus musculus ,Ctsg ,261
7815,sp,Q8BI79,Mus musculus ,Ccdc40 ,1192
7816,sp,Q9JKC0,Mus musculus ,Ccl24 ,119
7817,sp,P83917,Mus musculus ,Cbx1 ,185
7818,sp,Q5NCY3,Mus musculus ,Cyb5d1 ,228
7819,sp,Q8VE99,Mus musculus ,Ccdc115 ,180
7820,sp,Q9D9P2,Mus musculus ,Ccdc103 ,237
7821,sp,Q810N9,Mus musculus ,Ccdc172 ,267
7822,sp,Q9D516,Mus musculus ,Ccdc130 ,385
7823,sp,Q8CH18,Mus musculus ,Ccar1 ,1146
7824,sp,Q60755,Mus musculus ,Calcr ,533
7825,sp,Q6PHS9,Mus musculus ,Cacna2d2 ,1154
7826,sp,Q02789,Mus musculus ,Cacna1s ,1880
7827,sp,Q8BME9,Mus musculus ,Cbln4 ,198
7828,sp,G3UW36,Mus musculus ,Cfap97d2 ,98
7829,sp,P11942,Mus musculus ,Cd3g ,182
7830,sp,Q64433,Mus musculus ,Hspe1 ,102
7831,sp,P18111,Mus musculus ,Cdx1 ,268
7832,sp,P41731,Mus musculus ,Cd63 ,238
7833,sp,Q3KNL4,Mus musculus ,,93
7834,sp,Q3TWN3,Mus musculus ,Cnnm2 ,875
7835,sp,Q3UHX9,Mus musculus ,Spout1 ,385
7836,sp,Q9Z0S6,Mus musculus ,Cldn10 ,231
7837,sp,Q8VEG6,Mus musculus ,Cnot6l ,555
7838,sp,O88552,Mus musculus ,Cldn2 ,230
7839,sp,P97465,Mus musculus ,Dok1 ,482
7840,sp,P12960,Mus musculus ,Cntn1 ,1020
7841,sp,Q61330,Mus musculus ,Cntn2 ,1040
7842,sp,Q6PDK8,Mus musculus ,Dtx4 ,616
7843,sp,O08585,Mus musculus ,Clta ,235
7844,sp,Q91WZ8,Mus musculus ,Dtnbp1 ,352
7845,sp,Q60737,Mus musculus ,Csnk2a1 ,391
7846,sp,Q9D4A5,Mus musculus ,,307
7847,sp,Q80VN0,Mus musculus ,Cfap100 ,613
7848,sp,Q8C7D2,Mus musculus ,Crbn ,445
7849,sp,Q80T79,Mus musculus ,Csmd3 ,3707
7850,sp,Q9QXK7,Mus musculus ,Cpsf3 ,684
7851,sp,P56654,Mus musculus ,Cyp2c37 ,490
7852,sp,P23927,Mus musculus ,Cryab ,175
7853,sp,P56656,Mus musculus ,Cyp2c39 ,490
7854,sp,Q8BS40,Mus musculus ,Cptp ,216
7855,sp,Q91W64,Mus musculus ,Cyp2c70 ,489
7856,sp,Q7TN99,Mus musculus ,Cpeb3 ,716
7857,sp,Q64462,Mus musculus ,Cyp4b1 ,511
7858,sp,Q9EP75,Mus musculus ,Cyp4f14 ,524
7859,sp,Q8K353,Mus musculus ,Cystm1 ,104
7860,sp,P32766,Mus musculus ,Cst8 ,142
7861,sp,Q8BIQ5,Mus musculus ,Cstf2 ,580
7862,sp,Q8C7E9,Mus musculus ,Cstf2t ,632
7863,sp,Q9DA42,Mus musculus ,,136
7864,sp,A0A1B0GQX3,Mus musculus ,Ctxnd2 ,59
7865,sp,Q8BIW9,Mus musculus ,Chtf18 ,969
7866,sp,Q80YR6,Mus musculus ,Rbbp8 ,893
7867,sp,Q921C1,Mus musculus ,Gjc3 ,269
7868,sp,Q9DBR4,Mus musculus ,Apbb2 ,760
7869,sp,Q8C138,Mus musculus ,Adtrp ,230
7870,sp,Q99NH0,Mus musculus ,Ankrd17 ,2603
7871,sp,Q8CHG5,Mus musculus ,Arel1 ,823
7872,sp,Q9JKW0,Mus musculus ,Arl6ip1 ,203
7873,sp,Q8BGK2,Mus musculus ,Adprhl1 ,353
7874,sp,Q9Z1R3,Mus musculus ,Apom ,190
7875,sp,Q8R2N1,Mus musculus ,Aqp3 ,292
7876,sp,Q00623,Mus musculus ,Apoa1 ,264
7877,sp,O88879,Mus musculus ,Apaf1 ,1249
7878,sp,P55302,Mus musculus ,Lrpap1 ,360
7879,sp,Q02357,Mus musculus ,Ank1 ,1862
7880,sp,P98197,Mus musculus ,Atp11a ,1187
7881,sp,Q6PIC6,Mus musculus ,Atp1a3 ,1013
7882,sp,Q8BGV9,Mus musculus ,Atg4d ,474
7883,sp,Q811C2,Mus musculus ,Atg4c ,458
7884,sp,Q6NXK8,Mus musculus ,Asic1 ,526
7885,sp,Q8C1T8,Mus musculus ,Clec2h ,218
7886,sp,Q62388,Mus musculus ,Atm ,3066
7887,sp,Q9Z2H6,Mus musculus ,Clec4d ,219
7888,sp,Q07409,Mus musculus ,Cntn3 ,1028
7889,sp,Q9R007,Mus musculus ,Clec5a ,190
7890,sp,Q69Z26,Mus musculus ,Cntn4 ,1026
7891,sp,Q9JKF4,Mus musculus ,Clec6a ,209
7892,sp,P68500,Mus musculus ,Cntn5 ,1098
7893,sp,Q6QLQ4,Mus musculus ,Clec7a ,244
7894,sp,Q8BRU4,Mus musculus ,Clec9a ,238
7895,sp,Q9JMB8,Mus musculus ,Cntn6 ,1028
7896,sp,Q9D7Z6,Mus musculus ,Clca1 ,913
7897,sp,O54991,Mus musculus ,Cntnap1 ,1385
7898,sp,Q8BG22,Mus musculus ,Clca2 ,942
7899,sp,Q9CPW0,Mus musculus ,Cntnap2 ,1332
7900,sp,P00397,Mus musculus ,Mtco1 ,514
7901,sp,Q5PR69,Mus musculus ,Cracd ,1207
7902,sp,Q8K4M5,Mus musculus ,Commd1 ,188
7903,sp,Q8BXC6,Mus musculus ,Commd2 ,199
7904,sp,O88843,Mus musculus ,Cradd ,199
7905,sp,Q63829,Mus musculus ,Commd3 ,195
7906,sp,Q8R395,Mus musculus ,Commd5 ,224
7907,sp,Q149L7,Mus musculus ,Crtam ,393
7908,sp,Q8JZY2,Mus musculus ,Commd10 ,202
7909,sp,Q9CYD3,Mus musculus ,Crtap ,400
7910,sp,Q8WTY4,Mus musculus ,Ciapin1 ,309
7911,sp,P03940,Mus musculus ,Cyp21 ,487
7912,sp,Q91YT8,Mus musculus ,Tmem63a ,804
7913,sp,Q6NVF9,Mus musculus ,Cpsf6 ,551
7914,sp,Q64441,Mus musculus ,Cyp24a1 ,514
7915,sp,Q60952,Mus musculus ,Cep250 ,2414
7916,sp,Q6XVG2,Mus musculus ,Cyp2c54 ,490
7917,sp,Q9D816,Mus musculus ,Cyp2c55 ,490
7918,sp,Q80U56,Mus musculus ,Avl9 ,649
7919,sp,Q05928,Mus musculus ,Btc ,177
7920,sp,A2AMT1,Mus musculus ,Bfsp1 ,669
7921,sp,Q6PGH1,Mus musculus ,Bud31 ,144
7922,sp,Q8C6D4,Mus musculus ,Bend5 ,421
7923,sp,Q3V3N7,Mus musculus ,Bbs1 ,593
7924,sp,O35425,Mus musculus ,Bok ,213
7925,sp,Q9JM96,Mus musculus ,Cdc42ep4 ,349
7926,sp,Q921K9,Mus musculus ,Bcl7b ,202
7927,sp,Q9JL18,Mus musculus ,Bace2 ,514
7928,sp,Q91Z92,Mus musculus ,B3galt6 ,325
7929,sp,Q9D1C2,Mus musculus ,Cby1 ,127
7930,sp,A3KGF9,Mus musculus ,Ccdc9b ,545
7931,sp,Q8BVN0,Mus musculus ,Ccdc122 ,290
7932,sp,Q9CPZ1,Mus musculus ,Ccdc198 ,294
7933,sp,O89001,Mus musculus ,Cpd ,1377
7934,sp,Q9JMG2,Mus musculus ,C1galt1c1 ,316
7935,sp,P55288,Mus musculus ,Cdh11 ,796
7936,sp,P59862,Mus musculus ,Cdh26 ,763
7937,sp,Q9QWK4,Mus musculus ,Cd5l ,352
7938,sp,Q3U6N9,Mus musculus ,,222
7939,sp,Q810L3,Mus musculus ,Chfr ,664
7940,sp,P13379,Mus musculus ,Cd5 ,494
7941,sp,E0CYV9,Mus musculus ,,1786
7942,sp,Q8CC70,Mus musculus ,Cfap300 ,267
7943,sp,Q9CZ62,Mus musculus ,Cep97 ,856
7944,sp,Q9D084,Mus musculus ,Cenps ,142
7945,sp,Q99NF3,Mus musculus ,Cep41 ,373
7946,sp,D3YVL2,Mus musculus ,Cfap70 ,1141
7947,sp,Q8VE98,Mus musculus ,Cd276 ,316
7948,sp,Q5FWI3,Mus musculus ,Cemip2 ,1383
7949,sp,Q8C6G1,Mus musculus ,Cfap410 ,249
7950,sp,Q9CWM2,Mus musculus ,Cdca4 ,237
7951,sp,P55271,Mus musculus ,Cdkn2b ,130
7952,sp,Q04735,Mus musculus ,Cdk16 ,496
7953,sp,Q8C0D9,Mus musculus ,Cep68 ,733
7954,sp,P51945,Mus musculus ,Ccng1 ,294
7955,sp,Q80V53,Mus musculus ,Chst14 ,376
7956,sp,O89033,Mus musculus ,Cdc6 ,562
7957,sp,Q4KL13,Mus musculus ,Gm527 ,310
7958,sp,Q9D6G9,Mus musculus ,Cmtm5 ,156
7959,sp,Q9CX13,Mus musculus ,Cnih4 ,139
7960,sp,Q923P0,Mus musculus ,Col20a1 ,1320
7961,sp,Q9CQF3,Mus musculus ,Nudt21 ,227
7962,sp,Q02862,Mus musculus ,Csn1s2a ,184
7963,sp,Q6P8I6,Mus musculus ,Cox11 ,275
7964,sp,Q9WVK8,Mus musculus ,Cyp46a1 ,500
7965,sp,P51912,Mus musculus ,Slc1a5 ,553
7966,sp,Q8BGT5,Mus musculus ,Gpt2 ,522
7967,sp,J3QPP8,Mus musculus ,Alkal1 ,127
7968,sp,Q3V1L4,Mus musculus ,Nt5c2 ,560
7969,sp,P70389,Mus musculus ,Igfals ,603
7970,sp,Q9D4H4,Mus musculus ,Amotl1 ,968
7971,sp,Q01337,Mus musculus ,Adra2c ,458
7972,sp,Q7TNK8,Mus musculus ,Adm2 ,150
7973,sp,Q3TSG4,Mus musculus ,Alkbh5 ,395
7974,sp,P68033,Mus musculus ,Actc1 ,377
7975,sp,Q9JKV1,Mus musculus ,Adrm1 ,407
7976,sp,O54826,Mus musculus ,Mllt10 ,1068
7977,sp,P00688,Mus musculus ,Amy2 ,508
7978,sp,P84084,Mus musculus ,Arf5 ,180
7979,sp,O88512,Mus musculus ,Ap1g2 ,791
7980,sp,Q9CWR0,Mus musculus ,Arhgef25 ,618
7981,sp,A2ARS0,Mus musculus ,Ankrd63 ,390
7982,sp,Q99PE2,Mus musculus ,Ankra2 ,312
7983,sp,O54794,Mus musculus ,Aqp7 ,303
7984,sp,P10107,Mus musculus ,Anxa1 ,346
7985,sp,P97802,Mus musculus ,Ang3 ,145
7986,sp,Q8C7G5,Mus musculus ,Apoa5 ,368
7987,sp,P50296,Mus musculus ,Nat3 ,290
7988,sp,Q9Z2A5,Mus musculus ,Ate1 ,516
7989,sp,P81269,Mus musculus ,Atf1 ,269
7990,sp,Q497K5,Mus musculus ,Arrdc5 ,325
7991,sp,Q9D9H2,Mus musculus ,Cldnd2 ,167
7992,sp,Q9DCL2,Mus musculus ,Ciao2a ,160
7993,sp,Q3UJZ3,Mus musculus ,Armc7 ,198
7994,sp,Q6P4T0,Mus musculus ,Atg2a ,1914
7995,sp,Q3U962,Mus musculus ,Col5a2 ,1497
7996,sp,Q9DAU1,Mus musculus ,Cnpy3 ,276
7997,sp,P59999,Mus musculus ,Arpc4 ,168
7998,sp,Q8CBC4,Mus musculus ,Cnst ,711
7999,sp,Q8CFC7,Mus musculus ,Clasrp ,668
8000,sp,O70305,Mus musculus ,Atxn2 ,1285
8001,sp,Q91V08,Mus musculus ,Clec2d ,207
8002,sp,Q80XD9,Mus musculus ,Clec2e ,204
8003,sp,O88398,Mus musculus ,Avil ,819
8004,sp,Q8K2J9,Mus musculus ,Btbd6 ,488
8005,sp,Q9D275,Mus musculus ,Batf3 ,118
8006,sp,Q9Z2E9,Mus musculus ,Bscl2 ,383
8007,sp,Q5U5M8,Mus musculus ,Bloc1s3 ,195
8008,sp,P32299,Mus musculus ,Bdkrb2 ,392
8009,sp,Q61335,Mus musculus ,Bcap31 ,245
8010,sp,Q61125,Mus musculus ,Bdkrb1 ,334
8011,sp,P23359,Mus musculus ,Bmp7 ,430
8012,sp,Q91YP1,Mus musculus ,Bcdin3d ,285
8013,sp,P28028,Mus musculus ,Braf ,751
8014,sp,Q91W92,Mus musculus ,Cdc42ep1 ,409
8015,sp,Q9Z2Y2,Mus musculus ,B4galt2 ,369
8016,sp,Q9CRC6,Mus musculus ,Borcs7 ,105
8017,sp,O88430,Mus musculus ,Ccl22 ,92
8018,sp,Q80ZU7,Mus musculus ,Bpifb3 ,473
8019,sp,Q8CI32,Mus musculus ,Bag5 ,447
8020,sp,P24270,Mus musculus ,Cat ,527
8021,sp,Q3TVC7,Mus musculus ,Ccndbp1 ,356
8022,sp,O35350,Mus musculus ,Capn1 ,713
8023,sp,Q8VDY9,Mus musculus ,Caap1 ,356
8024,sp,O88602,Mus musculus ,Cacng2 ,323
8025,sp,Q6P8K8,Mus musculus ,Cpa4 ,420
8026,sp,P50283,Mus musculus ,Cd7 ,210
8027,sp,Q8C4X1,Mus musculus ,Cenpx ,78
8028,sp,P19437,Mus musculus ,Ms4a1 ,291
8029,sp,Q99KU6,Mus musculus ,,348
8030,sp,Q9JJ66,Mus musculus ,Cdc20 ,499
8031,sp,Q62398,Mus musculus ,Cnga2 ,664
8032,sp,P22518,Mus musculus ,Clk1 ,483
8033,sp,Q8K0V4,Mus musculus ,Cnot3 ,751
8034,sp,Q9QZM3,Mus musculus ,Clcf1 ,225
8035,sp,Q8BIG7,Mus musculus ,Comtd1 ,262
8036,sp,Q8BT60,Mus musculus ,Cpne3 ,533
8037,sp,P07141,Mus musculus ,Csf1 ,552
8038,sp,Q8BH44,Mus musculus ,Coro2b ,480
8039,sp,Q6ZQK5,Mus musculus ,Acap2 ,770
8040,sp,Q8C1A9,Mus musculus ,Abhd18 ,464
8041,sp,Q9R0H0,Mus musculus ,Acox1 ,661
8042,sp,Q9D2V5,Mus musculus ,Aar2 ,384
8043,sp,Q7TSV6,Mus musculus ,Got1l1 ,404
8044,sp,P47740,Mus musculus ,Aldh3a2 ,484
8045,sp,Q62148,Mus musculus ,Aldh1a2 ,518
8046,sp,Q9JHX6,Mus musculus ,Allc ,414
8047,sp,D3YVF0,Mus musculus ,Akap5 ,745
8048,sp,Q9JII6,Mus musculus ,Akr1a1 ,325
8049,sp,P55264,Mus musculus ,Adk ,361
8050,sp,Q811Q4,Mus musculus ,Adam29 ,763
8051,sp,P30545,Mus musculus ,Adra2b ,453
8052,sp,Q8VDL4,Mus musculus ,Adpgk ,496
8053,sp,Q3UX43,Mus musculus ,Ankrd13c ,541
8054,sp,B2RUJ5,Mus musculus ,Apba1 ,842
8055,sp,Q9WV31,Mus musculus ,Arc ,396
8056,sp,Q8VEH3,Mus musculus ,Arl8a ,186
8057,sp,A2AS55,Mus musculus ,Ankrd16 ,361
8058,sp,Q3TAP4,Mus musculus ,Ap5b1 ,876
8059,sp,Q3U829,Mus musculus ,Ap5z1 ,807
8060,sp,Q8BIZ1,Mus musculus ,Anks1b ,1259
8061,sp,Q8BVM2,Mus musculus ,Antxrl ,641
8062,sp,Q9JKC7,Mus musculus ,Ap4m1 ,449
8063,sp,Q8K1C0,Mus musculus ,Angel2 ,544
8064,sp,A2RT91,Mus musculus ,Ankar ,1465
8065,sp,Q05020,Mus musculus ,Apoc2 ,97
8066,sp,Q8BZ25,Mus musculus ,Ankk1 ,745
8067,sp,Q80Z10,Mus musculus ,Astn2 ,1352
8068,sp,Q8BS39,Mus musculus ,Ccdc32 ,179
8069,sp,Q8CE13,Mus musculus ,Ccdc17 ,565
8070,sp,Q8BUG5,Mus musculus ,Caps2 ,550
8071,sp,Q9R014,Mus musculus ,Ctsj ,334
8072,sp,Q810S2,Mus musculus ,,196
8073,sp,Q9D8X2,Mus musculus ,Ccdc124 ,217
8074,sp,P97864,Mus musculus ,Casp7 ,303
8075,sp,O89094,Mus musculus ,Casp14 ,257
8076,sp,Q0VG85,Mus musculus ,Ccdc162 ,912
8077,sp,Q8C5V8,Mus musculus ,Ccdc187 ,958
8078,sp,O55237,Mus musculus ,Cd70 ,195
8079,sp,Q3UJC8,Mus musculus ,,639
8080,sp,Q3UY96,Mus musculus ,Cfap74 ,1578
8081,sp,Q3TJM4,Mus musculus ,Cenpt ,515
8082,sp,Q6PDQ2,Mus musculus ,Chd4 ,1915
8083,sp,Q9R0M0,Mus musculus ,Celsr2 ,2919
8084,sp,P56389,Mus musculus ,Cda ,146
8085,sp,Q8R3L8,Mus musculus ,Cdk8 ,464
8086,sp,Q04899,Mus musculus ,Cdk18 ,451
8087,sp,Q9D5R3,Mus musculus ,Cep83 ,692
8088,sp,D3Z5L9,Mus musculus ,Ccn6 ,354
8089,sp,O35372,Mus musculus ,Cnih1 ,144
8090,sp,P51436,Mus musculus ,Drd4 ,387
8091,sp,Q9Z0S7,Mus musculus ,Cldn9 ,217
8092,sp,Q9CWX2,Mus musculus ,Ndufaf1 ,328
8093,sp,Q9Z0G9,Mus musculus ,Cldn3 ,219
8094,sp,P97427,Mus musculus ,Crmp1 ,572
8095,sp,Q03059,Mus musculus ,Chat ,641
8096,sp,O35098,Mus musculus ,Dpysl4 ,572
8097,sp,Q07643,Mus musculus ,Col9a2 ,688
8098,sp,Q9EQF6,Mus musculus ,Dpysl5 ,564
8099,sp,Q9R0Q8,Mus musculus ,Clec4e ,214
8100,sp,P70194,Mus musculus ,Clec4f ,548
8101,sp,Q8BNX1,Mus musculus ,Clec4g ,294
8102,sp,Q8VBX4,Mus musculus ,Cd207 ,331
8103,sp,Q924H9,Mus musculus ,Dqx1 ,718
8104,sp,Q99P47,Mus musculus ,Cntnap4 ,1310
8105,sp,Q8CB62,Mus musculus ,Cntrob ,887
8106,sp,A2AL36,Mus musculus ,Cntrl ,2334
8107,sp,Q6NXK7,Mus musculus ,Dpp10 ,797
8108,sp,Q9ET22,Mus musculus ,Dpp7 ,506
8109,sp,Q99KK7,Mus musculus ,Dpp3 ,738
8110,sp,A0A2R8VHR8,Mus musculus ,Ddit3 ,34
8111,sp,P28843,Mus musculus ,Dpp4 ,760
8112,sp,Q8R555,Mus musculus ,Crtac1 ,646
8113,sp,Q9CQ02,Mus musculus ,Commd4 ,199
8114,sp,Q9JJV1,Mus musculus ,Cryba2 ,197
8115,sp,Q8BG94,Mus musculus ,Commd7 ,200
8116,sp,A2A5I3,Mus musculus ,R3hdml ,253
8117,sp,Q9WVJ5,Mus musculus ,Crybb1 ,250
8118,sp,Q9DD18,Mus musculus ,Dtd1 ,209
8119,sp,Q8BHA3,Mus musculus ,Dtd2 ,168
8120,sp,O54833,Mus musculus ,Csnk2a2 ,350
8121,sp,P84086,Mus musculus ,Cplx2 ,134
8122,sp,P97784,Mus musculus ,Cry1 ,606
8123,sp,Q9DBB9,Mus musculus ,Cpn2 ,547
8124,sp,Q9DCT8,Mus musculus ,Crip2 ,208
8125,sp,P18760,Mus musculus ,Cfl1 ,166
8126,sp,Q8BMS4,Mus musculus ,Coq3 ,370
8127,sp,Q8K211,Mus musculus ,Slc31a1 ,196
8128,sp,Q9Z160,Mus musculus ,Cog1 ,980
8129,sp,P00158,Mus musculus ,Mt-Cyb ,381
8130,sp,Q9EQ16,Mus musculus ,Cxcr6 ,351
8131,sp,Q80Y72,Mus musculus ,Cstl1 ,140
8132,sp,P56546,Mus musculus ,Ctbp2 ,445
8133,sp,Q9JLB4,Mus musculus ,Cubn ,3623
8134,sp,Q99J39,Mus musculus ,Mlycd ,492
8135,sp,Q9D7B6,Mus musculus ,Acad8 ,413
8136,sp,Q9CQR4,Mus musculus ,Acot13 ,140
8137,sp,Q8VHQ9,Mus musculus ,Acot11 ,594
8138,sp,P70445,Mus musculus ,Eif4ebp2 ,120
8139,sp,P31786,Mus musculus ,Dbi ,87
8140,sp,Q9QUI6,Mus musculus ,Ackr1 ,334
8141,sp,Q6PAM0,Mus musculus ,Prkab2 ,271
8142,sp,Q02284,Mus musculus ,Htr1f ,366
8143,sp,Q3UFY7,Mus musculus ,Nt5c3b ,300
8144,sp,Q8BM96,Mus musculus ,Adgrg7 ,785
8145,sp,Q8VHG2,Mus musculus ,Amot ,1126
8146,sp,Q8CJF8,Mus musculus ,Ago4 ,861
8147,sp,Q91ZV8,Mus musculus ,Adgra2 ,1336
8148,sp,P63268,Mus musculus ,Actg2 ,376
8149,sp,O35598,Mus musculus ,Adam10 ,749
8150,sp,P18762,Mus musculus ,Adrb2 ,418
8151,sp,Q8R146,Mus musculus ,Apeh ,732
8152,sp,Q61548,Mus musculus ,Snap91 ,901
8153,sp,Q9DCZ9,Mus musculus ,Aph1c ,258
8154,sp,Q3UPH7,Mus musculus ,Arhgef40 ,1517
8155,sp,Q9Z206,Mus musculus ,Net1 ,595
8156,sp,Q3TYQ9,Mus musculus ,Aox4 ,1336
8157,sp,Q7TN05,Mus musculus ,Ap1s3 ,154
8158,sp,P55088,Mus musculus ,Aqp4 ,323
8159,sp,Q9WVL1,Mus musculus ,Ap4s1 ,144
8160,sp,Q8VCU0,Mus musculus ,Angel1 ,667
8161,sp,Q812C9,Mus musculus ,Aoc2 ,757
8162,sp,Q9D7A8,Mus musculus ,Armc1 ,282
8163,sp,Q91WU5,Mus musculus ,As3mt ,376
8164,sp,Q8C4A5,Mus musculus ,Asxl3 ,2259
8165,sp,Q8C9S8,Mus musculus ,Atg4a ,396
8166,sp,Q9JI08,Mus musculus ,Bin3 ,253
8167,sp,Q6GQW0,Mus musculus ,Btbd11 ,1109
8168,sp,Q920P3,Mus musculus ,Brinp1 ,760
8169,sp,P58686,Mus musculus ,Bbln ,83
8170,sp,Q91WS4,Mus musculus ,Bhmt2 ,363
8171,sp,Q80XN0,Mus musculus ,Bdh1 ,343
8172,sp,Q9Z2F6,Mus musculus ,Bcl3 ,448
8173,sp,Q9D9H8,Mus musculus ,,365
8174,sp,O08688,Mus musculus ,Capn5 ,640
8175,sp,P70677,Mus musculus ,Casp3 ,277
8176,sp,Q9JJV5,Mus musculus ,Cacng3 ,315
8177,sp,P84444,Mus musculus ,Ccl21a ,133
8178,sp,P0DP28,Mus musculus ,Calm3 ,149
8179,sp,P53702,Mus musculus ,Hccs ,272
8180,sp,P10287,Mus musculus ,Cdh3 ,822
8181,sp,Q3U7U4,Mus musculus ,,132
8182,sp,Q7TPC1,Mus musculus ,Cdsn ,561
8183,sp,Q8C9E8,Mus musculus ,Calhm6 ,313
8184,sp,P16015,Mus musculus ,Ca3 ,260
8185,sp,Q3UJP5,Mus musculus ,,209
8186,sp,Q8BGA7,Mus musculus ,,448
8187,sp,P97766,Mus musculus ,Cfc1 ,202
8188,sp,P25918,Mus musculus ,Cd19 ,547
8189,sp,A3KFM7,Mus musculus ,Chd6 ,2711
8190,sp,O35744,Mus musculus ,Chil3 ,398
8191,sp,Q9Z265,Mus musculus ,Chek2 ,546
8192,sp,P11440,Mus musculus ,Cdk1 ,297
8193,sp,Q9EP78,Mus musculus ,Chst7 ,484
8194,sp,Q8QZT2,Mus musculus ,Ccsap ,252
8195,sp,Q99LL3,Mus musculus ,Chst12 ,419
8196,sp,P49452,Mus musculus ,Cenpc ,906
8197,sp,Q80Y39,Mus musculus ,,304
8198,sp,Q91XE9,Mus musculus ,Creb3l3 ,479
8199,sp,Q6A152,Mus musculus ,Cyp4x1 ,507
8200,sp,P47941,Mus musculus ,Crkl ,303
8201,sp,Q9CPU9,Mus musculus ,Slc31a2 ,143
8202,sp,P56567,Mus musculus ,Csta ,97
8203,sp,Q8R4T1,Mus musculus ,Cys1 ,145
8204,sp,P28235,Mus musculus ,Gja4 ,333
8205,sp,Q0V8T7,Mus musculus ,Cntnap5c ,1305
8206,sp,Q01231,Mus musculus ,Gja5 ,358
8207,sp,Q62018,Mus musculus ,Ctr9 ,1173
8208,sp,P53564,Mus musculus ,Cux1 ,1515
8209,sp,Q8BVN3,Mus musculus ,Catsper4 ,442
8210,sp,Q99J10,Mus musculus ,Ctu1 ,420
8211,sp,Q9CR35,Mus musculus ,Ctrb1 ,263
8212,sp,Q9CX80,Mus musculus ,Cygb ,190
8213,sp,P28310,Mus musculus ,Defa3 ,93
8214,sp,Q91VD6,Mus musculus ,Defb6 ,63
8215,sp,Q99J78,Mus musculus ,Def8 ,448
8216,sp,Q6AXC6,Mus musculus ,Ddx11 ,906
8217,sp,Q3UYV8,Mus musculus ,Dnaaf3 ,586
8218,sp,Q9CZ00,Mus musculus ,Dbndd1 ,160
8219,sp,Q6PJN8,Mus musculus ,Dalrd3 ,538
8220,sp,Q3U0B3,Mus musculus ,Dhrs11 ,260
8221,sp,Q99LB2,Mus musculus ,Dhrs4 ,279
8222,sp,Q6PNC0,Mus musculus ,Dmxl1 ,3013
8223,sp,Q3UH60,Mus musculus ,Dip2b ,1574
8224,sp,Q8BPZ8,Mus musculus ,Abraxas1 ,407
8225,sp,Q8C0J2,Mus musculus ,Atg16l1 ,607
8226,sp,Q5YD48,Mus musculus ,A1cf ,595
8227,sp,Q8K4F5,Mus musculus ,Abhd11 ,307
8228,sp,Q99L13,Mus musculus ,Hibadh ,335
8229,sp,O89016,Mus musculus ,Abcd4 ,606
8230,sp,Q9DCQ7,Mus musculus ,Serpina1f ,411
8231,sp,Q5SWU9,Mus musculus ,Acaca ,2345
8232,sp,Q61247,Mus musculus ,Serpinf2 ,491
8233,sp,P50544,Mus musculus ,Acadvl ,656
8234,sp,P26150,Mus musculus ,Hsd3b3 ,373
8235,sp,Q91XC0,Mus musculus ,Ajuba ,547
8236,sp,Q8VHN7,Mus musculus ,Adgrv1 ,6298
8237,sp,Q91ZB0,Mus musculus ,Alpk2 ,2144
8238,sp,P31230,Mus musculus ,Aimp1 ,310
8239,sp,Q3UMR0,Mus musculus ,Ankrd27 ,1048
8240,sp,Q3TPE9,Mus musculus ,Ankmy2 ,440
8241,sp,Q64133,Mus musculus ,Maoa ,526
8242,sp,Q9DB50,Mus musculus ,Ap1s2 ,160
8243,sp,P98203,Mus musculus ,Arvcf ,962
8244,sp,C0HK80,Mus musculus ,Arxes2 ,180
8245,sp,Q8K2X1,Mus musculus ,Atp10d ,1416
8246,sp,Q8C6Y6,Mus musculus ,Asb14 ,587
8247,sp,P98200,Mus musculus ,Atp8a2 ,1148
8248,sp,P98199,Mus musculus ,Atp8b2 ,1209
8249,sp,Q8BGE6,Mus musculus ,Atg4b ,393
8250,sp,Q99J83,Mus musculus ,Atg5 ,275
8251,sp,Q80XR2,Mus musculus ,Atp2c1 ,918
8252,sp,O88207,Mus musculus ,Col5a1 ,1838
8253,sp,P50429,Mus musculus ,Arsb ,534
8254,sp,Q8K158,Mus musculus ,Cnppd1 ,407
8255,sp,P56212,Mus musculus ,Arpp19 ,112
8256,sp,Q9D898,Mus musculus ,Arpc5l ,153
8257,sp,Q6PD19,Mus musculus ,Armh3 ,689
8258,sp,Q9CX83,Mus musculus ,Armcx1 ,456
8259,sp,Q9JM76,Mus musculus ,Arpc3 ,178
8260,sp,Q7TQH0,Mus musculus ,Atxn2l ,1049
